id	review
Return from Witch Mountain 	Davis blame so many years Warner Bross' studio for manking hr do horrible films and then she did this film many year after all that drama.What was she thinking? What a pitty how  did the mad scientist and his assistant manage to get  tony on the operating table and put wires on him which are connected to machines When I was a kid everyone wanted to be their friend LOL it's a riot Return from which mountain? Why are you using your powers against me? Seriously, don't do that!Okay?  Escape was great, but I never saw Return... Wasn't there a third movie called "Nuke Witch Mountain To Hell And Back!"? Wow! Kim and Kyle Richards had both acted opposite the Legendary Bette Davis in two Walt Disney classics, Return to Witch Mountain and Watcher in the Woods! I think that is soooo cool...! Lol I had a crush on the guy in this when I was a kid LOL i first saw the 95' remake and liked it a lot. then i got to see the original thanks to my parents and i liked that one even more, but the most recent remake was a disappointment; i didn't get it. @DokiDokiMorning I have the Special Edition DVD from 2003. A new Special Edition was released in 2009. The Easter egg has either been removed or moved. I don't have the 2009 edition. @NatashaMontana back then, i liked this film and the first one. what sucked for me about this movie, they always talked to Tony through the control box thing that controls the mind control unit behind his ear. why can't they just talk to him directly without holding it up to their faces. This is a superb book that was made into two equally dumb movies. What a shame and a waste of time and money film has gone to shit now, if you wanna watch good films, go no further than the mid 90's i cant believe i just accidentaly ran into this, i was looking for this movie! i remember watching this wen i was little, had it on cassette. The new one sucks compared to this one! Dude, that's not cool. I've never heard of you and my sister probably hasn't either. I love Kim Richards!!! pure classic!
Revenge of the Pink Panther 	It is missing. Ot was stolen. By whom? A thief. Not Now Cato. You little yellow swine. Not Now!!! Inspector Clouseau teaming up with Cato Where the narrator voice
Roll of Thunder, Hear My Cry 	My class is reading the book right now what is the book about? I'm in finna Cramer Jr. high readin this Me and my 4th period class(I'm in middle school) are going to watch this movie on Friday. My ELA class just finished reading it. Told myself I wasn't going to cry at the end of the book.. Reading this book for class Rockin. Rockin and roll of thunder. Down from vickburg I'm strollin. With the wallaces, shot me in the head, not fun! I was wallaces, hmm, stop it now. PEW PEW PEW PEW PEW I read this book when I was maybe seven years old. It still gets to me. It also led to my sister and I trying to create a washout hole in the middle of a nearby dirt road. Didn't work, but it was one fun messy day! isn't cassie 9 years old TJ DIES I am in Durant road middle 6th grade reading this bookk Thems Wallaces iz bad peoples. On last chapter, good book but the end is sad Am I the only one who imagined Mr.Morrison as the ''Suprise mothafucka'' guy from dexter ? That dude badass Dang, ruined the whole book for me.Psych! I read ahead of my class and finished it in less than a day (the day i read ahead) I just finished the book today. I must watch this movie! Im reading the book right now Just read the book, really good u should read it
Romeo & Juliet 	The story of Romeo and Juliet is so deep and powerful even knowing the ending makes you cry. the 1968 version is better Why in every Romeo and Juilet movie does Romeo look like Zach Efron? Also this trailer makes it look a lot more romantic and dramatic then it actually felt like to me when reading it I hated Romeo and Juliet in my freshamn year, but i will watch this version for douglas booth and my chuck bass 14 year olds having sex.. wth is this I'm about to vomit.. I've always wondered, Juliet's father threatened to throw her out into the streets if she didn't marry Paris. Why not let herself get thrown out of the house and then sneak away to mantua to be with Romeo, I mean, if she was going to essentially be homeless anyways? It kinda baffled me when I read the play for the first time in class that that was never even considered an option. That seems like a much less complicated alternative to taking the sleeping potion, and we all know how that turned out lmao. But I'll try not to question Shakespeare's genius---I still love the play and all of the adaptions <3 *Y O U A R E A S A U C Y B O Y* Anyone else realize they messed up? Capulet is supposed to be red and yellow colors but they switched it...It just bugs me There is so much awkward kissing in this movie lmao dam Juliet could sit on this dick any day why was the trailer better than the actual movie... There's two types of people in the world: those that love Romeo and Juliet just to say they love it, and those that hate Romeo and Juliet just to say they hate it. that 'hactress' is so superficial, she's transparent... I don't see her. Maybe a defense mechanism, to not go blind or scratch my eyeballs out... Fuck, I can't stand her... she's ruins all the films! ...don't get me started on that Moretz twat...What was wrong with Lily James? so many other fairy-tale beauties... not these superfece(all)s 'ragtresses' My only love grew from my first hate, seen too soon, known too late. -Best quote. Yup. Lovely. I am dead inside. Thanks Shakespeare. Romeo and Juliet is a tragedy, not a romance, get it right. Fun fact.....Hailee (Juliet) wasn't even born when Romeo and Juliet 1996 released
Ruby and Oswald 	why did tippit have to die before they could say of kennedy was dead. why did they leave out the blk ladys testimony??? she said she was short and bigger than oswald and what happened to the guy they thought was oswald that they arrested first? looked just like oswald robert somthing they let him right go Heh, I remember watching this as a kid. This film scrupulously follows eyewitness testimony, just as it claims to do. You may believe that this testimony was corrupted by the Warren Commission, or that the eyewitnesses themselves were corrupt and/or mistaken, but this film does not take liberties with sworn eyewitness testimony. This is in marked contrast to Oliver Stone's film JFK, in which he literally made stuff up for the sake of making an exciting movie that would be successful at the box-office. What a load of shit ruby was pressured into killing Oswald he cared nothing for Kennedy it was kill or be killed. Did jack ruby kill Oswald because he loved president JFK and was distraught??? what a crock of lies this movie was / is Oswald you have a really cute daughter Ruby was a no good rotten shadowy figure in the Dallas underworld, but he did spare Jackie Kennedy from having to go through a trial.   I give him props for that. anyone that believes this horseshit lives in a fantasy land filled with candy and sugar filled streets Love JFK Not a bad "docu-drama", anyway, my opinion is that all this "conspiracy industry" is just that a fast way to make a buck.  If you take the time to read the testimony of the Warren Commission, you will come to the same conclusion; Jack Ruby was the kind of glad hander and guy who couldn't keep a secret for anymore than two minutes.  He was a local character who had no ties to organized crime.  He did have constant problems with the American Guild of Variety Artists which some say was a "mobbed up" union.  As to Oswald, he was a failure who simply wanted a place in history.  I sincerely doubt that he held any malice at all against the President, just wanted a footnote in history. Good to see Doris Roberts. Glad Ruby killed Oswald.... Sad movie too, but true of course. I wasn't born when all this happened, but I know there was a President Kennedy. This movie sucked they portrayed Jack Ruby as a person in morning for the president and his family. He was there to silence oswald he was part of the conspiracy Excellent movie. Almost exactly as it happened. Back and to the left.......evidence. Connally turns around to look when JFK is shot in the neck.......evidence. Many witnesses believed a shot came from the grassy knoll.......evidence, that was refused by the Warren Report. Parkland Hospital surgeons said blowout to the back of the head.......evidence, that was refused by the Warren Report.A massive cover-up by LBJ and J.Edgar........ evidence. Many witnesses directly or indirectly involved were murdered....evidence. Eg: Johnny Roselli started to talk in the 70's and was to give evidence and was killed the day before.....evidence. Motive for an assassination was abound everywhere by the, Federal Bank, Oil magnates, LBJ, J.Edgar Hoover, CIA, Mafia, Communist haters and a more that I can't think of at the moment........ALL EVIDENCE. Did Jack Ruby really love JFK that much?? It was odd he only shot him once in the gut....since this was so crucial for the coverup, killing Oswald that is. That's is a point against conspiracy. One shot to the torso. Oswald could have easily lived. So in your description you say u believe Oswald killed JFK? So you believe he acted alone? this is a damn Good Movie !!!
Sasquatch 	we reviewed this film for my local film fest review class and good god this film was The Room of Bigfoot films it was that bad but so good at the same time. I watched it last night. It's shit. Wow, you can really tell when a movie is extremely low budget. I simply can't wait. acting was too horrible I couldn't get passed 25% of the film, probably best bigfoot film so far is Willow Creek and Exist ppfffttt.. boring Bigfoot is actually real MORE  LOW BUDGET  WARMED OVER CRAP ABOUT A FUCKING BIGFOOT..........................................................................THE 73 MOVIE ....FROGS .......WAS BETTER AND IT HAD SAM ELLIOTT Just from the watching that stupid ass trailer, I hope every last one of those dumb white trailer parks hicks die miserably in the film. Gonna pass on this what looks like a piece of shit. Oh dear.. Harry and his crew have turned to the darkside LOL As soon as the guy yelled HELP ME I had to take it off .. Ahh,to bad,at least the title is decent. low budget Bigfoot movie. do you agree? OHMYGOD!!!SUCH SCARY!!! just watched it, had high hopes for it but it was horrible. Shame too as it had potential. But the miner story did actually happen in real life. Story Plot;  a son and father,  after enduring a horrific family tragedy... strain to cope with life's new challenges and domestic difficulties... the son finding it ever-more difficult in attempting to reach his troubled, distant father who has insultated himself from everyone around him, after the devastating loss of his wife.   the two make valiant efforts to start a new life living in the woods,  and rebuilding everything they lost.  this is a peek into the complex relationships between a father and son, when faced with the unimaginable.  so they endeavor to repair their troubled and distant kinship.  'oh yeah... and some giant hairy chewbacca thing,  menaces everyone in the film.   "but the real story is about"..... etc    Ha ha ha!
The Sea Gypsies 	I finally got to see the film tonight - LOVED it! Thanks! What is the name of the dubstep song during the storm in the movie ? WOW, real guts! A fantastic adventure. Loved the last quote. Thanks for sharing. Holy crap. This made my heart pump Nico, just saw this at Mountainfilm and it was top of the list with my family of four. So fantastic! That is gonna be the best documentary ever! i can wait to see it up and to share it with my world! thanks Nico for this marvellous account of what is Infinity expedition, the "home away from home". check it out! I mean, there are always adventures on the go with Googlehttp://www.infinityexpedition.org/making-ready-for-north-west-passage/ Awesome footage. Can't believe you don't more views. How do you manage to keep the camera so stable? aw shit, this is fuckin sick, really looking forward to the full documentary
Semi-Tough 	I'm guessing this is like...bull durham? I had cramps in my left leg and went to a "massage therapist" Ouch! I got Pelfed to the Nth degree. But it did solve the problem. I loved this movie.
The Seniors 	vry nice film..enik valareyadikam ishtapettu..biju manonum manoj k jayanum thakarthittund...comedy seenukal adipoli........cinema iniyum kandittillathavar  ethrayum pettannu poyi kanuka...adipoli suspens chithram...ini aduthengum iithu poloru padam irangumennu thonnunnilla...........
September 30, 1955 	Sure wish someone would post the whole flick
Sergeant Matlovich vs. the U.S. Air Force 	Wow so glad I just bought this movie on 16MM film on eBay for $49.95. Great outside summer view on the big screen. Thanks for sharing the trailer!
Sextette 	what a looker for 85 years old.... one of the forgotten gems of Hollywood.  Mae's last film? Nothing says "sexy" more than a ghastly 80 year old woman, lol. I love her.  I do.  One of my idols.  However.... that they allowed this film to be made was a shame.  It just comes off as an old woman trying desperately hard to recall her youth. How did THIS get made? She was a Leo with Moon in Cancer & Taurus Ascendant Seems I recall reading how West try to seduce everyone in the set and actually had pretty good luck. Guess it was a chance to experience the legend. simply adorableRIP mae This had a star studded cast. How did I miss this.. Can't get over that she was 85 here, she looks like 50 to me, she must have sucked a few souls to look this young at 85 She was fucking 85 years old and looked oddly young, she must have been an alien Mae West was an incredible person and 100 years ahead of her time in her thinking and attitude towards human sexuality both straight and gay. She also pretty much invented the sexual innuendo which has become such a common part of our everyday conversations. She looked great here at age 85! So pretty Simply the best. But what do yall know looks terrible Who was taking care of her at this age that they'd exploit her like this? She was clearly almost senile. So camp .. Mae was the best! Best Zombie movie ever. Keith Moon & Alice Cooper !!!
Sgt. Pepper's Lonely Hearts 	Club Band Hearing The Bee Gees singing the Beatles is awesome! I love this movie. the only thing I'd remove is the ending medley. Campy, silly fun....loved it at the theatre & still do.... I enjoyed this movie when it first came out but I was very young.Where it went wrong was not so much the plot but the lack of dialog . A musical without dialog is boring even with beatles music.Interesting in thinking now this kinda exposed the evil in high places in the music industry . Unpopular opinion: making a musical based on the Bearlrs isn't in and of itself a bad idea. Neither is making the movie with the Bee Gees and Peter Frampton - they were actually very talented musicians if not actors. Where they went wrong was transplanting a "story" (if you can SP a coherent story) about quintessentially 1960s English whimsy to America in the 1970s. What was campy fun in 60s Britain becomes corny nonsense in the 70s USA. Sometimes I feel like the only person in the world who actually likes this movie. When the movie originally played in theaters,  there was a mega mixx of all the songs used in the movie that played throughout the end credits.  It ended with the piano slamm  just as in the original Beatles version of "A Day In The Life".   But the home video versions changed that,  replacing it with part of "A Day In The Life"  and then switching to the Sgt. Pepper song for the remainder of the credits.   If this movie ever gets a Blu-ray treatment,  hopefully the original ending music will be restored to the credits complete with the piano slamm at the very end. When the movie originally played in theaters,  there was a mega mixx of all the songs used in the movie that played throughout the end credits.  It ended with the piano slamm  just as in the original Beatles version of "A Day In The Life".   But the home video versions changed that,  replacing it with part of "A Day In The Life"  and then switching to the Sgt. Pepper song for the remainder of the credits.   If this movie ever gets a Blu-ray treatment,  hopefully the original ending music will be restored to the credits complete with the piano slamm at the very end. There is not way they could make a movie like this again! All the bands would want too much money!! this movie made me think peter frampton, and the bee gees were the beatles, fuck my life 1:09 'nuff said Only one logical explanation:They were all doing mountains of cocaine. As corny as it is I love this movie! One of the many sins for which cocaine must someday answer... "The 70'a, The Motion Picture." From what I've read, he apparently saw it as an in-flight movie, and described it as "hell on earth" to sit through (even though he and George allegedly helped bankroll some of it!). OMG,the ONLY REASON I'd even BOTHER to WATCH THIS,is seeing Steve Martin SING in this!!! OMG,that is just EPIC!!!
The Shout 	Some of the score for this film was done by Tony Banks and Michael Rutherford of Genesis. A MASTERPIECE by MAESTRO : SKOLIMOWSKI The scene of the man with the shout standing on the sand bank mid-shout! and the sheep falling beneath him freaked me out when I was a young teen, in a really weird way no other movie really has, and well remembered for it :) What a fantastic British film. Loved it!! I saw this film on Australian TV late one night and was glued to the screen. A really weird and interesting film. I like the way the announcer just had to take a dig at "The Exorcist" and "Omen" in the narration. Like the X-Man Banshee. Absolutely excellent movie 0:58 - "Alan Bates is Crossly, master of primitive man's deepest secrets..."So, does that make him Master Bates? Top 10. The trailer is a little silly. They sure do give away a lot. If you've never seen it, wait about 1 month or so until your memory is real vague and fuzzy of what you've just seen. Incredible movie. Deeply disturbing. Dovakin's grandfather? Have you seen Liquid Sky? It's not horror or sci-fi or of any genre, really, but it is Art. There's no other film like it.     "The Guard" brought me here. I love arthouse horror, only have seen Antichrist and Possession though. The premiss to this movie is ludicrous but, I wanted to see this movie because, I'm putting together a 100 best of list for horror films and I wanted to see if this movie is worth putting on there. Does anyone think this is worthy of being on a 100 best list for horror films? @glgioia  - they have it for sale on ebay! Great film, but its nowhere to be found. Netflix doesn't acknowledge its existence. Help! Waaw, this is a great movie, nice pictures!  i didn't like this movie :(
Ski Lift to Death 	A little tip : when your horror movie has only three characters in it, don't spoil which ones die in the trailer. Well this movie is better then disney frozen I REMEMBER TYPING IN "FROZEN MOVIE" AND IT WOULD COME UP WITH THIS, NOT THE SHITTY DISNEY BULLSHIT!COPYRIGHT! is that bobby from x men? if he's power is ice and snow then why did he died here in this movie? I find it difficult to believe how the girl survived two nights with no food or water and in freezing temperatures!? 1:32 PAUSE RIGHT AWAY AND LOOK AT HIS LEGSif you've seen it you know what it looks like when he breaks his legs. :0= If you listen really carefully you can hear the wolves sing "let it go" while he hangs from the lift.  It's all Bobby's fault! UGH WHY DID THE CUTE GUY JUMP HE JUMPED DOWN WITH FREAKING STRAIT LEGS AND SHE FELL ASLEEP WITH HER HAND ON THE BER THESE PEOPLE R IDIOTS AHH Just jump off... BRILLIANT effing movie! I mean, I've seen hundreds upon hundreds of horrors and thrillers and this one is one of the most INTENSE movies I've seen. Not to mention the movie writers and director made it realistic, it's one of those movies where the characters either try to do everything, or can't do anything you may think of to try to escape the situation. Hard to watch. Love it.Side note; that scream during the trailer at 0:55 is so hack and cringe-worthy. this is the worse movie ever. holly crap. the guy who made this is a fucking retard 1:40Leggo and this is why im never going on another chairlift. What I piece of shit Frozen will do for chairlifts what Dreamcatcher did for toilets! Which is fail horribly at making them scary and look hilariously stupid while trying. I haven't seen this movie yet but would anyone on here agree this is a lot like the "Open Water" films????? I remember the day that Disney were going to release a movie called 'Frozen', I truly thought that it was an animated comedy version of this film, because the Disney' Frozen trailer I saw showed the scene were Anna, Krisof and olfa falling into the snow. I thought that was a parody of the dude who fell down on the snow in this film.
Spawn of the Slithis 	Slithis needs cataracts surgery.  How can he support such bad eye sight through 89 minutes? Wow, a 1978 monster movie with 1960's cars in it. gillman and slithus can shrug off bullets and shells, but the monster squad gillman cant handle it My uncle was the Slithis. Unfortunately passed this year, at the time they were making this movie my uncle was an Olympic hopeful and was the only person they found who could swim with the slithis outfit on. I finally got this song DVD and I have to say this is the cheesiest movie from the seventies next to tentacles it's funny you'd be better off drinking and watching it because it's not very scary and I can't believe that they put this crap out but hey it made money and it's still making money My step father helped write the screen play for this movie. this is so fucking kool Guess I don't need to watch it now. slithis? 1:04 is that Jay from half in the bag? Very grindhousey, with visual pops, streaks, and a blue-band (?) trailer approval, not to mention the survival kit.Some scenes look like they were shot through contact lenses, until I figured that was the monster's lizard-like clear second eyelid. Clever. I want a Slithis survival kit! Who'd win in a fight; Slithis or a Humanoid (from the Deep)? I saw this movie today. I really liked it. It is like the older stories in comic books. vata 22 was here
Slow Dancing in the Big City 	I remember one review of the film.  It said "the shameless climax will fry your brain cells" (critic Leonard Maltin) whatever that means! Could you upload the whole movie, please?  We'd really appreciate it! :) coming to 40 years ago when i watched this one summer.  one not forgotten film of my life. Small titts..but very cute! This is coming on tomorrow (3-29-15) at 12:15 pm on MGM Channel. Somebody should record it because it is only on tv every 5 years or so and has never been released on vhs or dvd. I would like to see more of Anne ditchburn scenes from this movie and coming out alive, six weeks. I am very intrigued by her beautiful  face unbelievably gorgeous she's so under rated.  The greatest ballet film ever made along with the turning point The score is the best part of this film. I wish you could upload the whole film.  You must have a 16mm print or something.  I know it's corny but I would buy it if a DVD was offered. The greatest movie that was ever made.Paul's speach toward the end was priceless.I cry every time i see this movie.Someone actually fell in love with their heart. Hey Anne ditchburn was in the slasher flick Curtains (1983). She was a ballerina but she was killed :( although I don't think she had any lines... Even though she lasted pretty long. Thank you. I  i have an original vhs tape in the factory case...bought it on ebay ten years ago. i'll sell it for a serious buyer. loved paul sorvino in it, and anne ditchburn was nominated for a golden globe for it do you have any more clips?! Thank you......! Thank you, thank you, thank you....this is one of my favorite movies of all time...especially the music.  You don't happen to know if Samuel Barber Adagio for Strings is one of the songs.Thank you. I just watched this movie, love the dialogue. I can see a remake! where can I find the sound track? @diddymuck: No way! Are you kidding me? I've been looking for this movie for what seems like forever! No wonder I could never find it... =\
Someone's Watching Me! 	I reallly want to see thiis film., I cant find it anywhere "Someone's watching me." ""What does he look like?" "He's tall, wearing dirty blue coveralls and has a pasty white complexion." Thanks for posting.  Casey Kasam and John Carpenter. Halloween was released a month before this, though I think Carpenter shot this first. its very good nothing like the promo  Saw this as a kid and it scared the bejeezuz out of me! Recently watched it again and it really is a classic thriller! :) Back then, it wasn't promoted as 'horror'; I watched it then as a made-for-television thriller.  @EddieAldaFor 70s horror, this looks bad, but it was actually directed by john carpenter (Halloween, Christine, and the fog)  who won multiple awards for suspense in this film. I almost confused this classic with Are You Alone In The House? which was made the same year, that one was a crap-fest, now I gotta see the Carpenter gem.. This is an awesome movie. P.s. Shaggy is the man!
Spider-Man Strikes Back 	I saw this when I was 5,thought it was great,now it's so bad it's good,love the I'll fitting suit. Now look this movie should be released on DVD from Shout factory! They had so stylish movies back in the 70's :) AWESOME!!! I remember that!
Steel Cowboy 	Hard man on a tranny! Lol! First week?! Lol Get pulled over these days, and act like you are ordering some food infront of a cop, You would be pulled out of your seat, beat up, locked up.. Maybe back in those days someone can joke like that to a cop. Not these days.... Good movie.. I can't find this song anywhere.... wow. astro and white western ! how can i download this movie !? Tearing ass...give me a 12V92 TTDH with yellow injectors and I will show you how to pull the kingpin off of that bitch!!! better screw your ass to the seat son cause were going to pour the propane to this bitch and straighten some curves and flatten some hills!!! it appears to me that the slow moving 335 cummins astro set him up. black semi having a brownie he forgot how fast he can fly it appears to me that the slow moving 335 cummins astro set him up. black semi having a brownie he forgot how fast he can fly Damn, that Astro was hauling ass a mack is the way to truck Whats the name of this song? Anyone knows the song?? =) Rip Torn!!! dir auch mein freud
Stingray 	My Father in law made this movie ,it is totally awesome Been wantin to see this since viewing the trailer on vol 2 of 42nd Street Forever, looks like a fun movie. Man, this trailer has better quality than the DVD of the movie that's circulating around!! I really hope this sees an official release!
Stony Island 	8-miles before 8-miles I love this movie.  Missed both screenings (LA, Chicago) and turned to Hulu.  I was 3 or 4 when this was made.  This is the Chicago I remember - though a Southwest-sider.  Davis is highly underrated as a director.  His fingerprints are all over this and most of his action films too.  Songs in this film are amazing.  Almost perfect film 3/4 of the way.  Glad I finally got to see it. Saw this movie back in 1978..was thrilled it was filmed in chicago Wonderful movie! I really enjoyed it. Recommending to my friends. Anybody who has tried to get a band started back in the day can identify with this story. Just saw this tonight with Alejo Povada. Wonderful film, and the gig at Buddy Guy's after with the Chicago Catz was killing!!!!!!
Straight Time 	not sure he said Dustin Hoffman enough times... If Dustin Hoffman looked liked this still,he'd of been interesting as Tony Stark in the 'Iron Man' movies. ....Watched it at our local movie theater when it first came out in 1978! Movie Theater was packed out, back in those long ago hazy days things were so uncomplicated, like filling out your tax return form etc. Gone are those lovely days. Wait a minute, no computers though, i like today's times....lol. Is Dustin Hoffman in this? And what is the movie title? (Yes, this is sarcasm.) You can watch it for FREE at PrimeWire-dot-AG.  Awesome site. Go check Amazon.com, it's there Dustin Hoffman Maybe TCM is different in Europe.  It figures you guys in Europe would get all the good movies! LOL! Kris, I check the TCM schedule every day and it wasn't on this week.  Was it another network you saw it on? Actually, it came out a year earlier, so it would have been up against The Deer Hunter. Why is this movie so hard to find???  It's never on TV, it's not on Netflix, and it's nearly impossible to find a DVD of it!!! I sense some subliminal messages in there. Undoubtedly the most overlooked film of the 1970s. This trailer would love for us to believe that this is a comedy film Such a great flick His best performance. Brilliant. Theresa Russell and Straight Time @shlabotnikj   What an authentic and beautiful scene that was, just beautiful!!!
Stunt Rock 	I am a huge movie buff, even I had not heard of this until I went poster shopping last month. Found this poster at the bottom of the box. I had to have it! He punched a dog in the face. I begged my parents to take me to see this at the drive-in.  Nope. Spinal Tap had a prequel??!? This movie is beyond amazing, do whatever you can to see it. ASK THE WIZARD https://www.ioffer.com/i/614850148 AWESOMENESS parts of this remind me of the Leo Wanker character from the Paul Hogan show lol Nitro Circus with more explosions and a wizard. The textbook definition of awesome. why is the guy at 2:00 fighting a big cat? Beavis and Butthead just fainted. Have this on DVD.Definitely worth...having on DVD. Saw the trailer for this at my buddy's independent DVD shop, The Lobby. Definitely have to get my hands on a copy! I sent myself here...not some celebrity. I'm that Super Music, Super Magic and Super Amazing.  like if green brought you here Impressive farting at 2:07 1:59.. is he battling a liger?! This movie is fucking badass!!  I dont know if "LIKE" is the proper term but it's pretty badass just like a Honey Badger
Summer of My German Soldier 	Sharon is so adorable!!! my phone posted twice sorry I watched this movie when I was 12 years old in junior high the same year it aired in my history class.i was very moved by this story I watched this movie when I was 12 years old in junior high the same year it aired in my history class.i was very moved by this story Kristy McNichol, a fine actress in her own right was fortunate enough to have worked with two of the very finest: Esther Rolle and Sada Thompson.  Both were dignified and graceful artists. Esther Rolle won her Emmy Award during the last five minutes of this film. By the Way... It's Summer OF... you putz! I remember this from my childhood, it was sad and depressing. I thought of how she would have to live out her life, probably never married or accepted because of it.  We all see this through her eyes, but imagine if we were those people, really, what would we think and feel. Maybe some of them lost sons and daughters (nurses died in the war, too) to the Nazi, then learn that an American kid was protecting one of them.  I liked to think she moved to another country when she was older or converted and became a nun - at least then, at least within her convent, she would be forgiven. The Germans have a version of this movie. It may even be called the Summer of my American Soldier. I will have to check title. But true! Trivia 7 years old when this came out, never seen it but I'm about to!!!!! The cook is cute. "Hitler people killed her" Classic line. This was such a wonderful and touching movie it brought many memories from my own experience of my own life. The world we live in is a mean, cruel world but we might live in but we dnt have to be part of it. All those who have have miss treated human life's due to color raise disability have laughed first but The Holy Bible says they will and shell laugh last. When Christ comes back those will be judged for there own actions That's it Michael Constantine, spank her, spank her hard!  Spank the lesbianism out of her! Her father was an asshole and needed psychological help. Seriously something terribly wrong with him. Her mother was an idiot too. I cried when Anton was told dead Telling his daughter that she is dead to him.  How more evil can he get? at 1.25:03 & at 1.26:1  when he says " I knew you hated me" oh contrar it he who hated her because she looked like her grandmother.
Superman 	this movie was so underrated zac snyder directed watchmen and 300 which are very dark, violent and somewhat sad stories. zac snyder shouldn't have directed superman which should have been a hopeful, fun and lighthearted film but instead was a very dark, violent and sad movie.  He could have made a batman film as the tone of that character fits well with zac snyders film making.  Someone like Speilberg should have made this superman movie. this movie gets better n better in each viewing I really want a #manofsteel2 #manofsteel2 please Good writing: "Mom! Mom! Clark pushed the bus out of the water!"                          "Is that so, honey? Well maybe if you'd eat your vegetables you could have helped." Bad writing: The boring, unimaginative, literal way this stupid movie deals with it. Yea he kills zod, because you know he totally wanted to, and like omg what a shit movie.... no this film is amazing "He'll be an outcast. They'll kill him!""How? He will be a god to them." Love this line. Wish he was real <3 Those damned french horns... the best Superman movie ever .... i wish they bring back to live in justice league The music my god haha if only the movie was half of a reputation that the trailer present. Hans Zimmer you're amazing I can't wait for superman to return in justice league. In my opinion the film is rubbish, but this trailer is one of the most epic works ever made It's a shame this trailer was 10 times better than the movie. The trailer is way more coherent than the movie Its 2017 & still it gives me goosebumps Say what you will about the final product, but this trailer is one of the best works of art of the 21st century. Period. this trailer still gives me goose bumps, and this movie is epic idk why ppl are so harsh with this movie
The Swarm 1 	Bee was harmed in the making of this movie.... a very melodramatic trailer... with a lot of big name actors... typical 70's disaster movie that was in vogue at the time... I haven't seen this since I was 9 or 10... cheesy then, still is... Where did the bees come from Just nuke the god dang bees I think it's safe to say that Wu-Tang Clan's video for "Triumph" was largely based on this film. I had no idea that if you lean on a couple of buttons a nuclear plant explodes like a balloon filled with gasoline. Just spray them. Katharine Ross was so hot. (This movie is shit). When Hillary gets elected the swarm will attack every happenis alive uhh how high you think you they were when writing this script .... little alone the tralier narration lol.Rifftrax and the new MST3K show should hit this baby. The voice over trying to sound like Rod Serling. I remember being so scared as a kid of killer bees and how they were going to kill everyone.. Thanks to this movie. Then, while living in Panama when my father was stationed there, our school go attacked by killer bees when the pest control people screwed up and cause  them to go crazy. we were stuck in the school for 2 hours... Is this what The Swarm at Thorpe Park based on? Defenitely more interesting than zombies or nukes. If were going to make apocalyptic movies I want them to be more unique. A STORY OF COURAGE....AND SACRIFICE. This is one of my favorite bad movies. This movie has to be seen in its extended version. If nothing else, for Caine and Widmark's discussion on the bees' penchant for eating plastic which adopts the William Shatner School of Inappropriate Pausing. Yep. Gotta love a way over-blown disaster that can easily be remedied by a can of bug-spray. The plot is sort of similar to the tv film "It Happened At Lakewood Manor", except instead of bees their were ants! Looks hilarious!
Sweeney 2 	Very underrated film. Disappointed by the poor execution of that dropped ceiling. The bank really should make a claim against the contractors who fitted it. "John Thaaaaar". Love it. x Looks awesome of course. Bought the series as soon as available region 1, countless viewings. No luck with the movies though. PAL dvd players don't like me either. Keep trying for my all time fave. Goes off the rails at the end, but the first half-hour is cracking. Very good film, quite violent for 1978.  Certificate X!! I haven't seen the second one yet, but here it looks small fry compared to the first.  First had a cop conspiracy, you think they'd raise the stakes in the second, have terrorists or something. A fucking awful flop. The stories with blaggers always seemed to work best in the series and do again here. Nobody told me he was armed and dangerous!! TOTAL QUALITY TITS!  God Save the SeX PiSTOls one thing i have to say quality Spot on trailer for a spot on film.  Awesome. Thanks for uploading the trailer! I watched the movie again last night for the first time in years and had forgotten how brilliant it is. A very different tone to "The Profumo Affair" influenced first big-screen outing, but a cracker nonetheless. Mind you, bearing in mind that it was written by Troy Kennedy Martin, how could it not be?
Thank God It's Friday 	"The definitive disco flick?"  Saturday Night Fever says 'hi'. XD Fun Fact  - The blonde lady in this clip posed nude for the February 1977 issue of Penthouse Magazine at the age of 16 and those pics are easily available on the internet. :)Could you imagine the disaster that would be caused if she somehow sang an Academy Award winning song? My faver show ... not a trailer
The Thirty-Nine Steps 	Controversial version? Yes. My all time favorite version? Absolutely! GO HITCHCOCK! Haven't seen this one seen the other two on the bbc! Have'nt seen this version An excellent version with a terrifing climax! My fav version :) hehe maybe cos I like Powell ^^ Cracking version. Proper boys own stuff. GOOD film ! This was a shocker of a film and a disgrace to John Buchan's memory and a travesty when compared to  Hitchcock's masterpiece.
Ilsa the Tigress of Siberia 	How many of these movies did they make
The Toolbox Murders 	This one Sucked. 0 One of my favorite Chanel's Seen this on the el rey network the other night. They show some pretty rad movies on that channel also had new york ripper and lucio fulci zombie on the same night badass. this is a bad moive Whoa
The Bermuda Triangle 	2012 , jurney to the center of the earth and another else guys? it's so fucking fake that is only for inter10ment... this was just a bunch of movies and youtube videos striped together, plus it did the hunger games whitsleing thing, OF COURSE ITS FAKE @Jeff Torsorio I just noticed that it was journey 2 COPYRIGHT!!!!! I think? Fake wr is this movie ? i couldnt found ? FAKE the film don't exist. This is a video editing from various video from youtube using Magix Video de Luxe. Is it a cute kid prankster.... HELP, CANT FIND THE FILM..... cant find the film, help....
